,output
78584,1
78585,1
78586,1
78587,0
78588,1
78589,0
78590,1
78591,1
78592,0
78593,0
78594,1
78595,1
78596,0
78597,1
78598,1
78599,1
78600,0
78601,0
78602,1
78603,0
78604,0
78605,1
78606,0
78607,1
78608,0
78609,1
78610,0
78611,1
78612,1
78613,0
78614,1
78615,1
78616,0
78617,1
78618,0
78619,0
78620,1
78621,1
78622,0
78623,1
78624,1
78625,1
78626,0
78627,0
78628,1
78629,0
78630,0
78631,0
78632,0
78633,0
78634,0
78635,0
78636,1
78637,0
78638,0
78639,1
78640,0
78641,0
78642,0
78643,1
78644,1
78645,1
78646,0
78647,1
78648,0
78649,0
78650,0
78651,1
78652,1
78653,0
78654,0
78655,0
78656,1
78657,0
78658,0
78659,1
78660,0
78661,0
78662,1
78663,1
78664,1
78665,1
78666,0
78667,1
78668,1
78669,0
78670,0
78671,1
78672,1
78673,1
78674,1
78675,0
78676,1
78677,1
78678,0
78679,1
78680,0
78681,1
78682,0
78683,0
78684,1
78685,0
78686,1
78687,0
78688,1
78689,0
78690,1
78691,0
78692,0
78693,0
78694,0
78695,0
78696,1
78697,1
78698,1
78699,1
78700,1
78701,1
78702,1
78703,1
78704,0
78705,0
78706,0
78707,1
78708,0
78709,0
78710,1
78711,1
78712,0
78713,0
78714,1
78715,0
78716,0
78717,1
78718,1
78719,0
78720,1
78721,1
78722,0
78723,0
78724,1
78725,0
78726,0
78727,0
78728,0
78729,1
78730,0
78731,0
78732,0
78733,1
78734,1
78735,1
78736,0
78737,1
78738,1
78739,0
78740,0
78741,1
78742,1
78743,1
78744,1
78745,1
78746,1
78747,1
78748,1
78749,0
78750,0
78751,0
78752,0
78753,1
78754,0
78755,0
78756,1
78757,0
78758,0
78759,1
78760,0
78761,0
78762,1
78763,0
78764,0
78765,0
78766,0
78767,0
78768,1
78769,1
78770,1
78771,1
78772,0
78773,0
78774,1
78775,0
78776,1
78777,0
78778,0
78779,0
78780,1
78781,0
78782,0
78783,1
78784,0
78785,0
78786,1
78787,1
78788,1
78789,0
78790,1
78791,0
78792,1
78793,1
78794,0
78795,0
78796,0
78797,0
78798,0
78799,1
78800,1
78801,1
78802,0
78803,0
78804,0
78805,1
78806,0
78807,0
78808,1
78809,1
78810,0
78811,1
78812,0
78813,1
78814,0
78815,0
78816,1
78817,1
78818,1
78819,1
78820,1
78821,0
78822,0
78823,0
78824,1
78825,1
78826,1
78827,0
78828,0
78829,1
78830,0
78831,0
78832,0
78833,1
78834,0
78835,0
78836,0
78837,1
78838,0
78839,0
78840,0
78841,0
78842,1
78843,0
78844,0
78845,1
78846,0
78847,1
78848,1
78849,0
78850,0
78851,1
78852,0
78853,1
78854,1
78855,1
78856,1
78857,0
78858,1
78859,0
78860,1
78861,0
78862,0
78863,0
78864,0
78865,0
78866,0
78867,0
78868,1
78869,0
78870,0
78871,1
78872,0
78873,1
78874,1
78875,0
78876,0
78877,1
78878,1
78879,1
78880,0
78881,0
78882,1
78883,1
78884,0
78885,0
78886,1
78887,0
78888,1
78889,0
78890,0
78891,0
78892,1
78893,1
78894,0
78895,1
78896,1
78897,0
78898,0
78899,1
78900,1
78901,0
78902,1
78903,0
78904,0
78905,0
78906,0
78907,1
78908,0
78909,0
78910,1
78911,0
78912,1
78913,1
78914,1
78915,1
78916,0
78917,0
78918,0
78919,0
78920,0
78921,1
78922,0
78923,0
78924,0
78925,0
78926,0
78927,1
78928,0
78929,0
78930,1
78931,1
78932,1
78933,0
78934,1
78935,0
78936,1
78937,0
78938,0
78939,0
78940,1
78941,1
78942,1
78943,0
78944,0
78945,0
78946,0
78947,1
78948,0
78949,0
78950,0
78951,1
78952,1
78953,0
78954,1
78955,0
78956,1
78957,0
78958,0
78959,0
78960,1
78961,0
78962,0
78963,0
78964,0
78965,0
78966,0
78967,0
78968,1
78969,0
78970,0
78971,0
78972,0
78973,0
78974,1
78975,0
78976,1
78977,0
78978,0
78979,1
78980,1
78981,1
78982,0
78983,0
78984,0
78985,0
78986,1
78987,1
78988,1
78989,0
78990,0
78991,0
78992,0
78993,1
78994,1
78995,1
78996,0
78997,1
78998,0
78999,1
79000,0
79001,1
79002,1
79003,1
79004,0
79005,0
79006,1
79007,1
79008,0
79009,0
79010,1
79011,1
79012,0
79013,1
79014,0
79015,1
79016,1
79017,1
79018,1
79019,1
79020,0
79021,1
79022,1
79023,1
79024,1
79025,1
79026,0
79027,0
79028,1
79029,1
79030,0
79031,0
79032,0
79033,1
79034,0
79035,1
79036,1
79037,1
79038,1
79039,0
79040,1
79041,1
79042,0
79043,1
79044,1
79045,0
79046,1
79047,1
79048,1
79049,0
79050,0
79051,1
79052,1
79053,1
79054,0
79055,0
79056,0
79057,1
79058,1
79059,0
79060,1
79061,1
79062,1
79063,1
79064,1
79065,1
79066,1
79067,0
79068,1
79069,1
79070,1
79071,0
79072,0
79073,0
79074,1
79075,1
79076,0
79077,0
79078,1
79079,1
79080,1
79081,0
79082,1
79083,1
79084,1
79085,1
79086,1
79087,1
79088,0
79089,1
79090,1
79091,1
79092,0
79093,0
79094,1
79095,0
79096,0
79097,0
79098,0
79099,0
79100,1
79101,0
79102,0
79103,1
79104,1
79105,1
79106,1
79107,0
79108,1
79109,0
79110,1
79111,0
79112,0
79113,0
79114,0
79115,1
79116,1
79117,0
79118,1
79119,1
79120,1
79121,0
79122,0
79123,1
79124,1
79125,0
79126,1
79127,0
79128,1
79129,0
79130,1
79131,1
79132,1
79133,1
79134,0
79135,1
79136,1
79137,0
79138,0
79139,0
79140,0
79141,1
79142,1
79143,0
79144,0
79145,1
79146,1
79147,1
79148,1
79149,0
79150,1
79151,0
79152,1
79153,0
79154,0
79155,1
79156,0
79157,1
79158,0
79159,1
79160,1
79161,1
79162,0
79163,1
79164,1
79165,0
79166,1
79167,1
79168,1
79169,0
79170,1
79171,1
79172,1
79173,0
79174,0
79175,0
79176,0
79177,1
79178,1
79179,0
79180,1
79181,0
79182,0
79183,0
79184,0
79185,0
79186,1
79187,1
79188,0
79189,1
79190,1
79191,1
79192,0
79193,0
79194,0
79195,1
79196,0
79197,0
79198,0
79199,1
79200,1
79201,0
79202,0
79203,1
79204,1
79205,1
79206,0
79207,0
79208,0
79209,0
79210,0
79211,1
79212,1
79213,0
79214,0
79215,0
79216,0
79217,1
79218,0
79219,0
79220,1
79221,0
79222,1
79223,0
79224,1
79225,0
79226,1
79227,0
79228,0
79229,0
79230,1
79231,0
79232,0
79233,1
79234,0
79235,1
79236,1
79237,1
79238,0
79239,0
79240,0
79241,1
79242,0
79243,1
79244,0
79245,1
79246,0
79247,0
79248,0
79249,0
79250,0
79251,0
79252,0
79253,1
79254,0
79255,0
79256,1
79257,0
79258,0
79259,1
79260,0
79261,1
79262,1
79263,1
79264,0
79265,0
79266,0
79267,0
79268,1
79269,1
79270,0
79271,0
79272,1
79273,1
79274,0
79275,1
79276,0
79277,0
79278,1
79279,1
79280,1
79281,1
79282,1
79283,1
79284,0
79285,1
79286,1
79287,1
79288,1
79289,1
79290,0
79291,0
79292,1
79293,0
79294,0
79295,1
79296,0
79297,1
79298,1
79299,1
79300,1
79301,1
79302,0
79303,0
79304,0
79305,0
79306,1
79307,1
79308,1
79309,1
79310,1
79311,0
79312,0
79313,0
79314,0
79315,0
79316,1
79317,1
79318,1
79319,1
79320,0
79321,0
79322,0
79323,0
79324,0
79325,0
79326,1
79327,1
79328,1
79329,1
79330,1
79331,1
79332,1
79333,0
79334,0
79335,0
79336,0
79337,1
79338,1
79339,0
79340,1
79341,1
79342,0
79343,0
79344,0
79345,0
79346,0
79347,0
79348,1
79349,0
79350,1
79351,0
79352,0
79353,0
79354,0
79355,1
79356,0
79357,0
79358,1
79359,1
79360,1
79361,1
79362,1
79363,0
79364,1
79365,0
79366,0
79367,0
79368,1
79369,0
79370,0
79371,1
79372,0
79373,1
79374,0
79375,0
79376,1
79377,1
79378,0
79379,1
79380,0
79381,0
79382,0
79383,0
79384,1
79385,0
79386,1
79387,1
79388,1
79389,1
79390,0
79391,0
79392,0
79393,0
79394,1
79395,0
79396,0
79397,1
79398,1
79399,0
79400,0
79401,1
79402,0
79403,0
79404,0
79405,1
79406,0
79407,0
79408,0
79409,0
79410,1
79411,0
79412,1
79413,0
79414,0
79415,0
79416,0
79417,0
79418,1
79419,0
79420,1
79421,1
79422,1
79423,1
79424,0
79425,0
79426,1
79427,1
79428,0
79429,0
79430,0
79431,0
79432,0
79433,0
79434,0
79435,0
79436,0
79437,1
79438,0
79439,1
79440,0
79441,0
79442,1
79443,1
79444,0
79445,0
79446,0
79447,0
79448,1
79449,1
79450,0
79451,0
79452,1
79453,0
79454,1
79455,0
79456,0
79457,0
79458,1
79459,0
79460,0
79461,1
79462,1
79463,0
79464,0
79465,0
79466,1
79467,0
79468,0
79469,1
79470,0
79471,1
79472,1
79473,0
79474,1
79475,1
79476,1
79477,0
79478,1
79479,0
79480,0
79481,0
79482,0
79483,1
79484,1
79485,0
79486,1
79487,0
79488,0
79489,1
79490,1
79491,0
79492,1
79493,0
79494,0
79495,0
79496,1
79497,0
79498,0
79499,0
79500,1
79501,1
79502,0
79503,1
79504,0
79505,1
79506,1
79507,1
79508,0
79509,1
79510,0
79511,0
79512,0
79513,1
79514,0
79515,0
79516,0
79517,1
79518,1
79519,0
79520,1
79521,1
79522,0
79523,1
79524,1
79525,0
79526,1
79527,1
79528,0
79529,0
79530,1
79531,1
79532,1
79533,0
79534,0
79535,0
79536,1
79537,0
79538,1
79539,1
79540,0
79541,0
79542,0
79543,1
79544,0
79545,0
79546,0
79547,0
79548,1
79549,0
79550,1
79551,0
79552,1
79553,1
79554,1
79555,1
79556,1
79557,1
79558,1
79559,1
79560,0
79561,0
79562,1
79563,0
79564,1
79565,0
79566,0
79567,0
79568,0
79569,1
79570,1
79571,0
79572,0
79573,0
79574,0
79575,1
79576,1
79577,1
79578,1
79579,1
79580,0
79581,1
79582,0
79583,0
79584,0
79585,1
79586,0
79587,0
79588,0
79589,1
79590,1
79591,1
79592,0
79593,1
79594,0
79595,0
79596,0
79597,1
79598,0
79599,0
79600,1
79601,0
79602,0
79603,1
79604,1
79605,1
79606,0
79607,0
79608,0
79609,0
79610,1
79611,1
79612,0
79613,1
79614,0
79615,0
79616,0
79617,1
79618,1
79619,1
79620,1
79621,0
79622,1
79623,1
79624,0
79625,1
79626,0
79627,0
79628,1
79629,1
79630,0
79631,0
79632,0
79633,0
79634,0
79635,0
79636,0
79637,0
79638,1
79639,1
79640,0
79641,1
79642,1
79643,0
79644,0
79645,0
79646,0
79647,0
79648,1
79649,0
79650,0
79651,0
79652,1
79653,0
79654,1
79655,1
79656,1
79657,1
79658,0
79659,1
79660,1
79661,1
79662,0
79663,1
79664,1
79665,0
79666,0
79667,0
79668,0
79669,0
79670,0
79671,1
79672,0
79673,0
79674,0
79675,1
79676,0
79677,1
79678,0
79679,1
79680,0
79681,0
79682,1
79683,0
79684,0
79685,1
79686,0
79687,0
79688,0
79689,1
79690,1
79691,1
79692,1
79693,0
79694,1
79695,1
79696,1
79697,0
79698,1
79699,1
79700,1
79701,1
79702,0
79703,1
79704,1
79705,1
79706,0
79707,1
79708,0
79709,0
79710,0
79711,1
79712,0
79713,1
79714,1
79715,0
79716,1
79717,0
79718,1
79719,1
79720,0
79721,0
79722,1
79723,0
79724,0
79725,0
79726,1
79727,1
79728,0
79729,1
79730,0
79731,0
79732,0
79733,1
79734,0
79735,1
79736,1
79737,1
79738,0
79739,0
79740,1
79741,1
79742,1
79743,1
79744,1
79745,0
79746,1
79747,0
79748,1
79749,1
79750,0
79751,1
79752,0
79753,0
79754,0
79755,0
79756,0
79757,0
79758,0
79759,0
79760,0
79761,0
79762,0
79763,1
79764,1
79765,0
79766,1
79767,0
79768,0
79769,0
79770,1
79771,0
79772,0
79773,1
79774,0
79775,1
79776,0
79777,1
79778,1
79779,1
79780,1
79781,1
79782,0
79783,1
79784,1
79785,0
79786,1
79787,1
79788,1
79789,0
79790,1
79791,0
79792,0
79793,1
79794,1
79795,0
79796,0
79797,0
79798,0
79799,0
79800,1
79801,1
79802,0
79803,0
79804,1
79805,1
79806,0
79807,1
79808,0
79809,0
79810,0
79811,1
79812,1
79813,0
79814,1
79815,1
79816,0
79817,1
79818,1
79819,1
79820,0
79821,0
79822,0
79823,1
79824,0
79825,1
79826,0
79827,1
79828,0
79829,0
79830,0
79831,0
79832,0
79833,1
79834,0
79835,1
79836,0
79837,1
79838,0
79839,1
79840,1
79841,0
79842,0
79843,0
79844,0
79845,1
79846,0
79847,1
79848,0
79849,1
79850,0
79851,1
79852,1
79853,0
79854,1
79855,0
79856,1
79857,1
79858,0
79859,1
79860,1
79861,1
79862,0
79863,1
79864,0
79865,1
79866,1
79867,1
79868,1
79869,1
79870,0
79871,1
79872,1
79873,1
79874,0
79875,1
79876,0
79877,0
79878,1
79879,0
79880,0
79881,1
79882,0
79883,1
79884,0
79885,1
79886,0
79887,0
79888,0
79889,1
79890,1
79891,1
79892,1
79893,1
79894,0
79895,1
79896,1
79897,1
79898,0
79899,0
79900,0
79901,0
79902,0
79903,1
79904,1
79905,0
79906,1
79907,0
79908,0
79909,0
79910,0
79911,1
79912,0
79913,0
79914,1
79915,0
79916,1
79917,1
79918,1
79919,0
79920,1
79921,0
79922,0
79923,0
79924,0
79925,1
79926,0
79927,0
79928,1
79929,0
79930,0
79931,0
79932,1
79933,1
79934,0
79935,0
79936,0
79937,1
79938,1
79939,0
79940,1
79941,0
79942,1
79943,0
79944,0
79945,1
79946,0
79947,0
79948,1
79949,0
79950,1
79951,1
79952,0
79953,1
79954,0
79955,0
79956,1
79957,0
79958,0
79959,0
79960,1
79961,1
79962,1
79963,1
79964,1
79965,0
79966,0
79967,0
79968,1
79969,1
79970,1
79971,1
79972,1
79973,0
79974,0
79975,1
79976,0
79977,1
79978,0
79979,1
79980,1
79981,0
79982,1
79983,0
79984,0
79985,1
79986,1
79987,1
79988,0
79989,0
79990,0
79991,1
79992,1
79993,0
79994,1
79995,1
79996,1
79997,0
79998,0
79999,0
80000,1
80001,1
80002,1
80003,1
80004,0
80005,1
80006,1
80007,0
80008,0
80009,1
80010,0
80011,0
80012,0
80013,0
80014,1
80015,0
80016,1
80017,1
80018,1
80019,0
80020,0
80021,0
80022,1
80023,1
80024,0
80025,1
80026,0
80027,0
80028,0
80029,1
80030,0
80031,1
80032,0
80033,0
80034,1
80035,0
80036,0
80037,1
80038,0
80039,0
80040,0
80041,1
80042,1
80043,0
80044,0
80045,1
80046,1
80047,1
80048,1
80049,1
80050,0
80051,0
80052,1
80053,1
80054,0
80055,0
80056,0
80057,1
80058,1
80059,1
80060,1
80061,0
80062,1
80063,1
80064,0
80065,0
80066,0
80067,1
80068,0
80069,0
80070,1
80071,0
80072,1
80073,0
80074,0
80075,1
80076,0
80077,1
80078,0
80079,0
80080,1
80081,1
80082,1
80083,0
80084,1
80085,0
80086,1
80087,0
80088,1
80089,0
80090,0
80091,0
80092,0
80093,1
80094,0
80095,0
80096,0
80097,1
80098,1
80099,0
80100,0
80101,1
80102,1
80103,0
80104,1
80105,1
80106,0
80107,1
80108,0
80109,0
80110,0
80111,0
80112,0
80113,0
80114,1
80115,0
80116,0
80117,1
80118,0
80119,1
80120,0
80121,0
80122,1
80123,0
80124,1
80125,1
80126,1
80127,1
80128,0
80129,1
80130,1
80131,1
80132,1
80133,1
80134,1
80135,1
80136,0
80137,1
80138,0
80139,1
80140,1
80141,0
80142,1
80143,1
80144,0
80145,1
80146,0
80147,1
80148,0
80149,1
80150,0
80151,0
80152,0
80153,0
80154,0
80155,0
80156,1
80157,1
80158,1
80159,0
80160,1
80161,0
80162,1
80163,0
80164,1
80165,0
80166,0
80167,1
80168,1
80169,0
80170,1
80171,0
80172,0
80173,0
80174,0
80175,0
80176,1
80177,0
80178,1
80179,0
80180,0
80181,0
80182,1
80183,0
80184,1
80185,0
80186,0
80187,0
80188,0
80189,1
80190,0
80191,0
80192,0
80193,1
80194,0
80195,1
80196,0
80197,0
80198,0
80199,0
80200,1
80201,0
80202,0
80203,1
80204,1
80205,0
80206,0
80207,1
80208,1
80209,0
80210,0
80211,0
80212,0
80213,1
80214,0
80215,0
80216,1
80217,0
80218,0
80219,1
80220,0
80221,0
80222,0
80223,1
80224,0
80225,1
80226,1
80227,1
80228,1
80229,1
80230,1
80231,0
80232,0
80233,0
80234,1
80235,0
80236,0
80237,1
80238,0
80239,0
80240,0
80241,0
80242,1
80243,1
80244,0
80245,0
80246,0
80247,0
80248,1
80249,0
80250,1
80251,1
80252,0
80253,1
80254,0
80255,1
80256,1
80257,1
80258,0
80259,1
80260,1
80261,1
80262,1
80263,0
80264,1
80265,1
80266,0
80267,0
80268,0
80269,1
80270,0
80271,1
80272,1
80273,0
80274,1
80275,0
80276,1
80277,1
80278,1
80279,1
80280,0
80281,0
80282,0
80283,0
80284,1
80285,1
80286,1
80287,1
80288,0
80289,1
80290,0
80291,0
80292,1
80293,1
80294,0
80295,1
80296,0
80297,1
80298,1
80299,0
80300,0
80301,0
80302,1
80303,0
80304,1
80305,0
80306,1
80307,0
80308,0
80309,1
80310,1
80311,0
80312,0
80313,0
80314,0
80315,0
80316,1
80317,0
80318,1
80319,1
80320,1
80321,1
80322,0
80323,1
80324,1
80325,1
80326,0
80327,0
80328,1
80329,1
80330,1
80331,1
80332,1
80333,1
80334,0
80335,0
80336,1
80337,0
80338,0
80339,1
80340,1
80341,1
80342,1
80343,1
80344,1
80345,1
80346,0
80347,1
80348,1
80349,1
80350,1
80351,1
80352,1
80353,0
80354,0
80355,0
80356,0
80357,1
80358,0
80359,1
80360,0
80361,0
80362,0
80363,0
80364,0
80365,0
80366,1
80367,0
80368,0
80369,0
80370,1
80371,0
80372,0
80373,1
80374,0
80375,1
80376,0
80377,1
80378,1
80379,0
80380,1
80381,0
80382,1
80383,0
80384,0
80385,0
80386,0
80387,0
80388,1
80389,1
80390,0
80391,1
80392,1
80393,1
80394,1
80395,0
80396,1
80397,1
80398,1
80399,1
80400,1
80401,0
80402,1
80403,1
80404,0
80405,1
80406,0
80407,0
80408,1
80409,1
80410,0
80411,0
80412,0
80413,1
80414,1
80415,0
80416,0
80417,0
80418,0
80419,1
80420,1
80421,1
80422,0
80423,1
80424,0
80425,0
80426,1
80427,1
80428,0
80429,0
80430,0
80431,1
80432,0
80433,0
80434,0
80435,0
80436,0
80437,1
80438,0
80439,0
80440,1
80441,1
80442,0
80443,1
80444,0
80445,0
80446,0
80447,0
80448,1
80449,0
80450,0
80451,1
80452,1
80453,0
80454,1
80455,0
80456,0
80457,0
80458,0
80459,1
80460,0
80461,0
80462,1
80463,0
80464,0
80465,0
80466,0
80467,0
80468,0
80469,0
80470,0
80471,0
80472,0
80473,1
80474,0
80475,1
80476,0
80477,0
80478,0
80479,0
80480,1
80481,0
80482,0
80483,0
80484,0
80485,0
80486,0
80487,0
80488,0
80489,0
80490,0
80491,1
80492,1
80493,0
80494,0
80495,0
80496,0
80497,1
80498,0
80499,0
80500,1
80501,1
80502,0
80503,1
80504,0
80505,1
80506,1
80507,1
80508,1
80509,1
80510,0
80511,1
80512,0
80513,1
80514,0
80515,0
80516,1
80517,1
80518,0
80519,1
80520,0
80521,0
80522,0
80523,0
80524,0
80525,1
80526,1
80527,0
80528,1
80529,0
80530,1
80531,0
80532,0
80533,1
80534,1
80535,1
80536,0
80537,1
80538,0
80539,1
80540,0
80541,1
80542,0
80543,1
80544,0
80545,0
80546,1
80547,0
80548,1
80549,0
80550,1
80551,0
80552,1
80553,1
80554,0
80555,0
80556,1
80557,1
80558,1
80559,1
80560,1
80561,1
80562,0
80563,0
80564,0
80565,0
80566,1
80567,0
80568,0
80569,0
80570,0
80571,0
80572,1
80573,1
80574,0
80575,0
80576,0
80577,1
80578,1
80579,0
80580,0
80581,1
80582,1
80583,1
80584,0
80585,0
80586,0
80587,0
80588,0
80589,0
80590,1
80591,0
80592,0
80593,1
80594,0
80595,1
80596,0
80597,1
80598,0
80599,1
80600,0
80601,0
80602,0
80603,1
80604,0
80605,0
80606,0
80607,0
80608,0
80609,1
80610,1
80611,1
80612,0
80613,1
80614,0
80615,1
80616,0
80617,1
80618,1
80619,1
80620,1
80621,1
80622,0
80623,0
80624,1
80625,0
80626,0
80627,0
80628,0
80629,1
80630,0
80631,1
80632,0
80633,0
80634,1
80635,0
80636,1
80637,0
80638,1
80639,1
80640,0
80641,1
80642,0
80643,1
80644,0
80645,0
80646,1
80647,1
80648,1
80649,1
80650,0
80651,0
80652,1
80653,0
80654,0
80655,1
80656,0
80657,1
80658,1
80659,1
80660,0
80661,1
80662,1
80663,0
80664,0
80665,1
80666,0
80667,1
80668,1
80669,1
80670,1
80671,1
80672,0
80673,1
80674,1
80675,1
80676,0
80677,1
80678,0
80679,0
80680,1
80681,0
80682,1
80683,1
80684,1
80685,0
80686,0
80687,1
80688,0
80689,1
80690,0
80691,1
80692,1
80693,0
80694,1
80695,1
80696,1
80697,1
80698,0
80699,1
80700,0
80701,1
80702,1
80703,1
80704,1
80705,1
80706,0
80707,0
80708,0
80709,1
80710,1
80711,0
80712,1
80713,1
80714,1
80715,0
80716,0
80717,1
80718,0
80719,1
80720,0
80721,1
80722,0
80723,0
80724,0
80725,1
80726,1
80727,0
80728,1
80729,0
80730,0
80731,0
80732,0
80733,1
80734,1
80735,0
80736,0
80737,1
80738,1
80739,0
80740,1
80741,0
80742,1
80743,0
80744,0
80745,0
80746,1
80747,0
80748,1
80749,1
80750,1
80751,1
80752,0
80753,0
80754,1
80755,1
80756,1
80757,0
80758,1
80759,1
80760,1
80761,1
80762,1
80763,1
80764,0
80765,1
80766,0
80767,0
80768,1
80769,0
80770,1
80771,1
80772,1
80773,0
80774,1
80775,0
80776,1
80777,1
80778,0
80779,0
80780,0
80781,0
80782,0
80783,0
80784,0
80785,0
80786,1
80787,0
80788,1
80789,0
80790,1
80791,1
80792,0
80793,0
80794,0
80795,1
80796,0
80797,0
80798,1
80799,1
80800,0
80801,1
80802,1
80803,0
80804,1
80805,1
80806,1
80807,1
80808,1
80809,0
80810,0
80811,0
80812,1
80813,0
80814,0
80815,0
80816,0
80817,0
80818,0
80819,0
80820,1
80821,1
80822,1
80823,0
80824,1
80825,1
80826,1
80827,1
80828,0
80829,0
80830,1
80831,1
80832,1
80833,1
80834,1
80835,0
80836,1
80837,1
80838,1
80839,0
80840,0
80841,1
80842,1
80843,1
80844,0
80845,0
80846,1
80847,0
80848,1
80849,0
80850,0
80851,1
80852,0
80853,0
80854,0
80855,0
80856,1
80857,1
80858,1
80859,1
80860,0
80861,1
80862,0
80863,0
80864,0
80865,1
80866,1
80867,1
80868,1
80869,0
80870,0
80871,0
80872,1
80873,1
80874,1
80875,1
80876,0
80877,1
80878,1
80879,0
80880,0
80881,0
80882,0
80883,0
80884,0
80885,0
80886,0
80887,1
80888,1
80889,0
80890,0
80891,1
80892,1
80893,0
80894,0
80895,0
80896,0
80897,0
80898,1
80899,1
80900,1
80901,1
80902,1
80903,1
80904,1
80905,0
80906,0
80907,1
80908,0
80909,1
80910,1
80911,1
80912,0
80913,0
80914,0
80915,1
80916,0
80917,0
80918,1
80919,1
80920,1
80921,0
80922,1
80923,0
80924,0
80925,1
80926,0
80927,1
80928,0
80929,0
80930,1
80931,0
80932,0
80933,0
80934,0
80935,0
80936,0
80937,0
80938,0
80939,1
80940,1
80941,0
80942,1
80943,1
80944,1
80945,0
80946,0
80947,0
80948,1
80949,0
80950,1
80951,0
80952,1
80953,0
80954,0
80955,1
80956,0
80957,1
80958,1
80959,0
80960,1
80961,1
80962,1
80963,1
80964,1
80965,0
80966,0
80967,0
80968,1
80969,1
80970,1
80971,0
80972,1
80973,0
80974,0
80975,0
80976,0
80977,0
80978,0
80979,1
80980,0
80981,0
80982,1
80983,1
80984,1
80985,0
80986,0
80987,0
80988,0
80989,0
80990,0
80991,0
80992,0
80993,1
80994,0
80995,1
80996,0
80997,0
80998,1
80999,1
81000,1
81001,1
81002,0
81003,1
81004,1
81005,1
81006,1
81007,0
81008,1
81009,1
81010,0
81011,1
81012,0
81013,1
81014,0
81015,0
81016,1
81017,0
81018,0
81019,1
81020,1
81021,0
81022,0
81023,1
81024,1
81025,0
81026,1
81027,1
81028,0
81029,1
81030,0
81031,0
81032,0
81033,0
81034,0
81035,0
81036,0
81037,1
81038,0
81039,0
81040,0
81041,0
81042,0
81043,0
81044,1
81045,0
81046,1
81047,0
81048,1
81049,1
81050,0
81051,1
81052,0
81053,1
81054,1
81055,1
81056,0
81057,1
81058,0
81059,1
81060,0
81061,0
81062,1
81063,0
81064,1
81065,0
81066,1
81067,1
81068,0
81069,0
81070,0
81071,1
81072,0
81073,1
81074,0
81075,0
81076,0
81077,1
81078,0
81079,0
81080,0
81081,0
81082,0
81083,0
81084,1
81085,0
81086,1
81087,1
81088,0
81089,1
81090,1
81091,0
81092,0
81093,1
81094,1
81095,0
81096,0
81097,0
81098,0
81099,1
81100,1
81101,1
81102,1
81103,1
81104,1
81105,0
81106,1
81107,0
81108,1
81109,0
81110,0
81111,1
81112,1
81113,1
81114,1
81115,1
81116,1
81117,0
81118,1
81119,0
81120,0
81121,1
81122,0
81123,0
81124,1
81125,1
81126,0
81127,1
81128,0
81129,1
81130,1
81131,1
81132,0
81133,0
81134,0
81135,1
81136,1
81137,1
81138,0
81139,1
81140,1
81141,0
81142,1
81143,1
81144,0
81145,0
81146,0
81147,1
81148,1
81149,0
81150,1
81151,1
81152,0
81153,1
81154,1
81155,1
81156,0
81157,1
81158,0
81159,0
81160,1
81161,1
81162,1
81163,1
81164,0
81165,0
81166,0
81167,1
81168,1
81169,0
81170,0
81171,1
81172,1
81173,0
81174,1
81175,1
81176,0
81177,0
81178,1
81179,1
81180,1
81181,1
81182,1
81183,1
81184,1
81185,0
81186,1
81187,1
81188,1
81189,1
81190,0
81191,0
81192,1
81193,1
81194,0
81195,1
81196,1
81197,1
81198,1
81199,0
81200,1
81201,0
81202,0
81203,1
81204,1
81205,0
81206,0
81207,0
81208,0
81209,0
81210,0
81211,1
81212,1
81213,1
81214,1
81215,1
81216,0
81217,1
81218,0
81219,1
81220,1
81221,0
81222,1
81223,1
81224,1
81225,1
81226,1
81227,0
81228,1
81229,0
81230,0
81231,1
81232,1
81233,0
81234,0
81235,0
81236,1
81237,1
81238,0
81239,0
81240,0
81241,1
81242,1
81243,1
81244,0
81245,1
81246,0
81247,0
81248,0
81249,1
81250,1
81251,1
81252,1
81253,0
81254,1
81255,0
81256,1
81257,1
81258,0
81259,1
81260,1
81261,1
81262,1
81263,1
81264,1
81265,1
81266,0
81267,0
81268,0
81269,0
81270,1
81271,0
81272,1
81273,1
81274,0
81275,1
81276,1
81277,1
81278,0
81279,1
81280,0
81281,0
81282,0
81283,1
81284,0
81285,1
81286,1
81287,1
81288,1
81289,1
81290,1
81291,1
81292,0
81293,1
81294,1
81295,0
81296,1
81297,0
81298,0
81299,1
81300,0
81301,0
81302,0
81303,0
81304,0
81305,0
81306,0
81307,0
81308,0
81309,0
81310,0
81311,0
81312,0
81313,0
81314,1
81315,0
81316,0
81317,0
81318,1
81319,1
81320,1
81321,0
81322,1
81323,1
81324,1
81325,0
81326,1
81327,1
81328,1
81329,1
81330,0
81331,0
81332,0
81333,1
81334,0
81335,0
81336,1
81337,0
81338,1
81339,0
81340,1
81341,1
81342,0
81343,0
81344,0
81345,0
81346,1
81347,0
81348,1
81349,1
81350,0
81351,1
81352,0
81353,0
81354,1
81355,0
81356,0
81357,0
81358,1
81359,0
81360,0
81361,1
81362,0
81363,1
81364,1
81365,0
81366,0
81367,1
81368,0
81369,0
81370,1
81371,0
81372,0
81373,0
81374,0
81375,1
81376,1
81377,0
81378,1
81379,0
81380,0
81381,1
81382,0
